0.009901	-3169126500570573503741758013440.000000
0.019802	-1584563250285286751870879006720.000000
0.029703	-792281625142643375935439503360.000000
0.039604	-396140812571321687967719751680.000000
0.049505	-198070406285660843983859875840.000000
0.059406	-99035203142830421991929937920.000000
0.069307	-49517601571415210995964968960.000000
0.079208	-24758800785707605497982484480.000000
0.089109	-12379400392853802748991242240.000000
0.099010	-6189700196426901374495621120.000000
0.108911	-3094850098213450687247810560.000000
0.118812	-1547425049106725343623905280.000000
0.128713	-773712524553362671811952640.000000
0.138614	-386856262276681335905976320.000000
0.148515	-193428131138340667952988160.000000
0.158416	-96714065569170333976494080.000000
0.168317	-48357032784585166988247040.000000
0.178218	-24178516392292583494123520.000000
0.188119	-12089258196146291747061760.000000
0.198020	-6044629098073145873530880.000000
0.207921	-3022314549036572936765440.000000
0.217822	-1511157274518286468382720.000000
0.227723	-755578637259143234191360.000000
0.237624	-377789318629571617095680.000000
0.247525	-188894659314785808547840.000000
0.257426	-94447329657392904273920.000000
0.267327	-47223664828696452136960.000000
0.277228	-23611832414348226068480.000000
0.287129	-11805916207174113034240.000000
0.297030	-5902958103587056517120.000000
0.306931	-2951479051793528258560.000000
0.316832	-1475739525896764129280.000000
0.326733	-737869762948382064640.000000
0.336634	-368934881474191032320.000000
0.346535	-184467440737095516160.000000
0.356436	-92233720368547758080.000000
0.366337	-46116860184273879040.000000
0.376238	-23058430092136939520.000000
0.386139	-11529215046068469760.000000
0.396040	-5764607523034234880.000000
0.405941	-2882303761517117440.000000
0.415842	-1441151880758558720.000000
0.425743	-720575940379279360.000000
0.435644	-360287970189639680.000000
0.445545	-180143985094819840.000000
0.455446	-90071992547409920.000000
0.465347	-45035996273704960.000000
0.475248	-22517998136852480.000000
0.485149	-11258999068426240.000000
0.495050	-5629499534213120.000000
0.504950	-2814749767106560.000000
0.514851	-1407374883553280.000000
0.524752	-703687441776640.000000
0.534653	-351843720888320.000000
0.544554	-175921860444160.000000
0.554455	-87960930222080.000000
0.564356	-43980465111040.000000
0.574257	-21990232555520.000000
0.584158	-10995116277760.000000
0.594059	-5497558138880.000000
0.603960	-2748779069440.000000
0.613861	-1374389534720.000000
0.623762	-687194767360.000000
0.633663	-343597383680.000000
0.643564	-171798691840.000000
0.653465	-85899345920.000000
0.663366	-42949672960.000000
0.673267	-21474836480.000000
0.683168	-10737418240.000000
0.693069	-5368709120.000000
0.702970	-2684354560.000000
0.712871	-1342177280.000000
0.722772	-671088640.000000
0.732673	-335544320.000000
0.742574	-167772160.000000
0.752475	-83886080.000000
0.762376	-41943040.000000
0.772277	-20971520.000000
0.782178	-10485760.000000
0.792079	-5242880.000000
0.801980	-2621440.000000
0.811881	-1310720.000000
0.821782	-655360.000000
0.831683	-327680.000000
0.841584	-163840.000000
0.851485	-81920.000000
0.861386	-40960.000000
0.871287	-20480.000000
0.881188	-10240.000000
0.891089	-5120.000000
0.900990	-2560.000000
0.910891	-1280.000000
0.920792	-640.000000
0.930693	-320.000000
0.940594	-160.000000
0.950495	-80.000000
0.960396	-40.000000
0.970297	-20.000000
0.980198	-10.000000
0.990099	-5.000000
